先礼后兵	兵不厌诈||突然袭击
内外交困	万事亨通||左右逢源
死气沉沉	轰轰烈烈||生机勃勃||生气勃勃||朝气蓬勃
面目可憎	眉清目秀||小鸟依人||仪态万方||千娇百媚
损兵折将	锐不可当
春风满面	愁眉苦脸
无	有
杂牌军	正规军
外柔内刚	外强中干
大局	局部
襟怀坦白	居心叵测||心怀叵测
百不一存	百发百中
自暴自弃	奋发图强||妄自尊大||自强不息||闻鸡起舞
确凿不移	海外奇谈||捕风捉影
自惭形秽	厚颜无耻||自命不凡||孤芳自赏
心花怒放	黯然销魂||五内俱焚||忧心如焚||肝肠寸断||五内如焚
男耕女织	男盗女娼
胜任愉快	一无所能||无能为力
太平盛世	家破人亡||狼烟四起
互为表里	行同陌路
光滑	粗糙
金字招牌	臭名远扬
无与伦比	不相上下
危害	维护
节省	浪费||耗费||a节省节约a
门庭冷落	车水马龙||门庭若市
恩赐	乞求
欢庆	哀悼
安贫乐道	愤世嫉俗||为所欲为||胡作非为
重于泰山	秋毫之末||轻于鸿毛
零售	批发
爬梳剔抉	兼容并包
劈头盖脸	和风细雨
脱胎换骨	死不改悔||执迷不悟||顽固不化
气急败坏	平心静气||心平气和
罚	赏
分工	合作
常数	变数
钩心斗角	肝胆相照||推诚相见
不寒而栗	临危不惧||无所畏惧
四体不勤，五谷不分	不辞辛劳||孜孜不倦
食不甘味	心安理得||泰然处之
冷冷清清	热热闹闹
临渴掘井	曲突徙薪||有备无患||常备不懈
首席	末座
魑魅魍魉	志士仁人
目不斜视	左顾右盼||侧目而视
轻蔑	尊敬||尊重
勤勉	懒惰
如虎添翼	雪上加霜
有所作为	无所用心||无所事事
骄兵必败	哀兵必胜
以理服人	以力服人
漏网	落网
偏	正||全
风雨如晦	天朗气清||风和日丽
量	质
绣花枕头	真才实学
纵横交错	井井有条||有条不紊
生龙活虎	老气横秋||人困马乏
无家无业	安家立业
乳臭未干	后生可畏
声色狗马	流芳百世||名垂青史
危如累卵	安如泰山||安如磐石||稳如泰山
惹是非	守规矩
重整旗鼓	偃旗息鼓||背水一战
尖	团||钝
亡羊补牢	防患未然||知错不改||未雨绸缪
胜利	失败||败北||失败
飞扬跋扈	平易近人
难言之隐	公布于众||开诚布公
醒	睡||醉
正文	附录||注解
交臂失之	机不可失
针锋相对	犯而不校||逆来顺受||退避三舍||相忍为国||吠影吠声||气味相投||委曲求全
平步青云	穷困潦倒||一蹶不振
一得之见	真知灼见||博学多才
凶残	仁慈
任其自然	循规蹈矩
小人	君子
形式	内容
回天之力	回天乏术
镇压	安抚||怀柔
附属	独立
上帐	销帐
归心似箭	浪迹天涯
深层	表层
如鸟兽散	云合雾散||乌合之众
畅所欲言	闭口不言||吞吞吐吐
好为人师	学而不厌
喜怒哀乐	心平气和
假公济私	奉公守法||公事公办||舍己为人||公而忘私
后继无人	后继有人||传宗接代||人才辈出
可想而知	不可思议
任重道远	无所作为
惴惴不安	心安理得||悠然自得
返老还童	未老先衰
掩盖	揭露||表露||揭穿||揭开
比比皆是	空前绝后||不可多得||硕果仅存
举目无亲	亲密无间||形影相随
面不改色	面红耳赤||谈虎色变||面如土色
施行	废除
干瘪	饱满
头破血流	马到成功
海内	海外
佳音	噩耗
理想	现实
模糊不清	炯炯有神
废寝忘食	无所事事
宾客	主人||东道
按兵不动	蠢蠢欲动||劳师动众||摩拳擦掌||神出鬼没||出奇制胜||调兵遣将||雷厉风行||倾巢而出
推己及人	诿过于人||以己度人
门庭若市	门庭冷落||形单影只
冗长	简洁||简短||凝练
聪慧	愚蠢
鸡犬不留	鸡犬不惊||秋毫无犯
年末	年初
息息相关	不关痛痒||漠不关心
失陷	光复
掉膘	上膘
膨胀	收缩
泾渭不分	泾渭分明
明火执杖	暗渡陈仓
面	背||里
山珍海味	残杯冷炙||粗茶淡饭||家常便饭||残羹冷炙||粗衣粝食
愚笨	聪敏
水滴石穿	虎头蛇尾
地	天
平反昭雪	沉冤莫白||降志辱身
虚岁	足岁
供认不讳	矢口否认
阴错阳差	千真万确
还击	进攻
泥古不化	革故鼎新||推陈出新
侵略	抵抗
单程	往返
瞠目结舌	应对如流
温暖	寒冷||凉快||凉爽
本质	现象
操心	省心
深刻	肤浅
黑	白||赤
护	毁
仰人鼻息	自力更生||独当一面
心口如一	八面玲珑||口是心非||炫玉贾石||阳奉阴违
伟人	凡人
坚甲利兵	赤手空拳||乌合之众||散兵游勇
优厚	菲薄
瑜	瑕
胡思乱想	确信不疑
世代相传	旷古绝伦
推三阻四	当仁不让||责无旁贷||义不容辞
混乱	井然
首当其冲	畏缩不前
置之脑后	言犹在耳
生花妙笔	平淡无奇
天差地远	不相上下
火中取栗	坐享其成
主角	配角
应	呼
自用	公用
背道而驰	并驾齐驱||马首是瞻||殊途同归
查封	启用
日薄西山	来日方长||如日中天||蒸蒸日上||喷薄欲出||旭日东升
钢筋铁骨	弱不胜衣
原封不动	不翼而飞||改头换面||变化无穷
以毒攻毒	解衣推食
诚心诚意	无可奈何||冷言冷语
机不可失	失之交臂||交臂失之
一无可取	完美无缺
花	攒
阔绰	清苦||清贫
养尊处优	含辛茹苦||苦大仇深||饱经风霜||积劳成疾
画饼充饥	名副其实
魂牵梦萦	大梦初醒||恍然大悟
矮小	高大
出人头地	相形见绌
降落	升起||起飞
固步自封	一往无前
困兽犹斗	束手待毙||放下屠刀||自行灭亡
欺人之谈	金玉良言||肺腑之言
停业	开业||开张
杂乱无章	井井有条||鳞次栉比||有板有眼||有条有理||错落有致||井然有序
没落	兴旺
恶语中伤	甜言蜜语
不偏不倚	耸人听闻
呼	吸||应
再衰三竭	方兴未艾
初生牛犊	惊弓之鸟
童年	暮年
满不在乎	郑重其事
异常	正常||平常
荒谬绝伦	理所当然||天经地义
矫柔造作	天造地设
生水	开水
揭开	掩盖||覆盖
休戚相关	漠不关心
奇珍异宝	竹头木屑
卑躬屈膝	大义凛然||坚强不屈||龙行虎步||不屈不挠
不攻自破	颠扑不破
所向披靡	弃甲曳兵||望风披靡||弃甲丢盔||畏缩不前
清除	扩散
新教	旧教
拗口	顺口||上口
家徒四壁	丰衣足食||家财万贯||金玉满堂
晨曦	暮霭
短途	长途
以一警百	杀一儆百
发慌	塌实
紧迫	充裕
不遗余力	三心二意||留有余地
疑神疑鬼	信以为真
补益	贻害
粗衣粝食	山珍海味
不厌其详	语焉不详
清脆	沙哑||沉闷
独木难支	砥柱中流
三言两语	喋喋不休||讨价还价||连篇累牍
超凡入圣	无名小卒||百无一是||芸芸众生
留鸟	候鸟
因地制宜	削足适履||一成不变
奢华	俭朴
工人阶级	资产阶级
时兴	过时
崇敬	蔑视
恶劣	优良||良好||优越
怒形于色	喜不自胜
争长论短	甘拜下风
下场	上场
支取	储存
财运亨通	穷困潦倒||时乖运蹇
疑	信
溜之大吉	一往无前
创巨痛深	欣喜若狂
咎由自取	回头是岸
枝节	根本
更动	照旧
貌合心离	心心相印
耳聪目明	闭目塞听||昏聩胡涂||不省人事
文质彬彬	赳赳武夫||野调无腔||威风凛凛
水泼不进	见缝插针
取得	失去
中流砥柱	擎天柱石||随波逐流
疏通	堵塞||壅塞||淤塞
暴跳如雷	心平气和
寡廉鲜耻	廉洁奉公
春光明媚	天寒地冻||飞沙走石
百年之好	夫妻反目||破镜难圆
高涨	低落
赤子之心	蛇蝎心肠||狼心狗肺
虚无缥缈	坚定不移
茫无头绪	胸有成竹||思绪万千
惨绝人寰	仁至义尽
风调雨顺	狂风暴雨||大灾三年
滴水不漏	漏洞百出
旁支	嫡系
锋芒毕露	不露圭角||不露锋芒||退避三舍
富饶	贫穷
空头支票	一诺千金
功绩	过错
电光石火	旷日持久
壅塞	疏通
岌岌可危	稳如泰山
胸无大志	志在四方
颠倒黑白	实事求是||黑白分明
说三道四	相对无言||默不做声
和颜悦色	咄咄逼人||横眉立眼||疾言厉色||怒目而视||青面獠牙||正言厉色||发指眦裂||横眉竖眼
鲜明	隐晦||暗淡
各行其事	同舟共济
情不自禁	不露声色||无动于衷
讨伐	安抚
单枪匹马	人多势众||千军万马
评头品足	无可厚非||无可非议
气喘吁吁	心平气和
神奇	腐朽||普通||平庸
大喜过望	大失人望||不堪回首
发财	受穷
居心叵测	光明磊落||推心置腹||不打自招||襟怀坦白
离乡背井	安土重迁||衣锦荣归||衣锦还乡
铁案如山	屈打成招
不绝如缕	牢不可破||龙吟虎啸
敞开	关闭
新仇旧恨	大恩大德
整装	散装
简缩	扩展
娇小玲珑	大而无当
悔之无及	顽固不化||死不悔改
灵活	呆板||拘泥
徇私枉法	秉公执法
无穷	有限
破裂	弥合
不疾不徐	过犹不及
独吞	瓜分
锐	钝
万籁无声	震耳欲聋||人声鼎沸
卸磨杀驴	感恩戴德||一往情深
仇恨	友爱
委靡不振	精神抖擞||慷慨激昂
咄咄逼人	和风细雨||平易近人||和颜悦色||温文尔雅
管	惯
丧事	喜事
旷古绝伦	世代相传
放肆	检点||拘束||谨慎
不露圭角	锋芒毕露
精诚团结	分化瓦解||四分五裂||挑拨离间
开放	凋谢||封锁||封闭
雄心勃勃	万念俱灰
旦	夕
痛不欲生	乐不可支||欣喜若狂
如胶如漆	反目成仇||分道扬镳
千里迢迢	望衡对宇||朝发夕至
因循坐误	分秒必争
近在眉睫	远在天边
污浊	清洁
一本万利	事倍功半||徒劳无功
推	拉||提
味如嚼蜡	回味无穷
无隙可乘	可乘之机||有机可乘||乘虚而入||有隙可乘
法不阿贵	贪赃枉法
幡然悔悟	屡教不改
灯火辉煌	黑灯瞎火||昏天黑地
无耻之尤	廉洁奉公
胆小如鼠	不入虎穴，焉得虎子||浑身是胆||无所畏惧||胆大包天||矜才使气
俊俏	丑陋
割切	焊接
一语破的	不可名状||隔靴搔痒
凋落	茂盛
生气勃勃	暮气沉沉||死气沉沉||槁木死灰||气息奄奄
改良	守旧
一代奸雄	一代风流
因福得祸	塞翁失马
无庸讳言	讳莫如深
昭雪	含冤
爱财如命	挥金如土||仗义疏财
拒绝	接受
情同骨肉	势不两立
必不可少	多此一举
译文	原文
残山剩水	锦绣河山
和气	粗暴
正规军	游击队||杂牌军
出尔反尔	说一不二
利令智昏	见利思义
涕泗滂沱	眉开眼笑||笑容可掬
灰暗	明朗
悠然自得	拍案而起||若有所失||忐忑不安||惴惴不安
狂风暴雨	风调雨顺
情急智生	束手无策||一筹莫展
喜爱	讨厌||嫌恶||厌弃
法人	自然||自然人
穿凿附会	融会贯通
倒伏	挺立
幻想	现实
混同	区分||区别
奇	偶
群	干
取信	失信
坐以待毙	笨鸟先飞||绝处逢生||三十六策，走为上策||死里求生||狡兔三窟||柳暗花明||三十六计，走为上计
官吏	百姓
井浅河深	门当户对
扑朔迷离	不言而喻||一清二楚
直率	婉转
最小公倍数	最大公约数
通好	绝交
笑容可掬	愁眉苦脸||热泪盈眶||涕泗滂沱||咬牙切齿||泣不成声||声泪俱下
郎才女貌	无德无才
庐山真面目	改头换面
丹凤朝阳	怀才不遇
因循守旧	革故鼎新||破旧立新||除旧布新||匠心独运||推陈出新||移风易俗
增进	减退
悦耳	难听||刺耳
晚点	正点
浅尝辄止	冰冻三尺，非一日之寒||持之以恒||滴水穿石||坚持不懈||锲而不舍||冰清玉洁||切磋琢磨
畅销	滞销
贻害	造福||补益
杀生	放生
沉	浮
进退维谷	进退自如
动乱	安定||升平
暴政	仁政
定期	活期
金戈铁马	天下太平||轻歌曼舞
厚今薄古	厚古薄今
幼	成||长
嫌恶	喜爱
鸡犬不宁	鸡犬不惊||莺歌燕舞||夜阑人静
精雕细刻	粗枝大叶||偷工减料
一言不语	娓娓动听
运动	静止
暖和	凉快||寒冷||阴冷
狠	慈
春意盎然	春寒料峭||春意阑珊
紧凑	松散
兴起	衰亡
举足轻重	不足挂齿||轻于鸿毛||微乎其微||无关宏旨||细枝末节||不屑一顾||无关大局||无足轻重
背水一战	重整旗鼓
柳暗花明	山穷水尽||坐以待毙||穷途末路||走投无路
末座	首席
千载一时	俯拾即是
听而不闻	有闻必录
大海捞针	手到擒来||信手拈来||唾手可得
登峰造极	屡见不鲜
专门	顺便||捎带
机关算尽	束手无策||无计可施
万事大吉	节外生枝||艰难曲折
言无二价	欺行霸市
一筹莫展	大显神通||情急智生||游刃有余||锦囊妙计||稳操胜券
欺行霸市	言无二价
借题发挥	单刀直入||大题小作
浪子回头	屡教不改
一贫如洗	家财万贯||无所不包
横冲直撞	首尾相应
势单力薄	大气磅礴||人多势众
文明	野蛮
班师	出师||出征
琅琅上口	诘屈聱牙||佶屈聱牙
人人自危	高枕无忧
歧路亡羊	改邪归正
叫苦连天	眉开眼笑||乐不可支
深恶痛疾	情深意重
兵强马壮	赤手空拳||老弱残兵
赳赳武夫	文弱书生||金枝玉叶||文质彬彬
成人之恶	成人之美
轻歌曼舞	金戈铁马
残败	茂盛||繁盛
四海为家	归去来兮
百思不解	心照不宣
有气无力	精神焕发||生气勃勃
语焉不详	不厌其详||彰明较著
酷热	严寒
屈指可数	不可胜数||恒河沙数||指不胜屈||不一而足
娶	嫁
后天	先天
人民	敌人
一去不复返	反复无常
郁悒	愉快
嬉皮笑脸	一本正经
费力	省力
低三下四	高人一等||龙行虎步
清醒	昏迷||发昏||恍惚||糊涂
大方	小气||忸怩||羞怯
光天化日	荆天棘地||暗无天日
按期	超期
歌功颂德	天怒人怨||造谣生事||诅咒、诋||口诛笔伐||怨声载道
倒打一耙	是非分明||以德报怨
地广人稀	弹丸之地||摩肩接踵||地狭人稠
出何典记	言之有据
精益求精	粗制滥造||望文生义
好高骛远	脚踏实地||实事求是||千里之行，始于足下
丰富	缺乏||匮乏||贫乏||单调
触景生情	无动于衷
收藏	散失
下碇	起锚
衣冠楚楚	不衫不履||鹑衣百结
不言而喻	模棱两可||强词夺理||扑朔迷离
战士	军官
升平	动乱
眼见为实	三人成虎
前卫	后卫
江心补漏	防微杜渐||有备无患
相依为命	各奔前程
求全责备	求同存异||人无完人
走马上任	削职为民
有方	无方
惩处	嘉奖
寿辰	忌日
得鱼忘筌	饮水思源
脱节	联系
学生	老师||先生
百川归海	四分五裂||众叛亲离
离队	归队
闷闷不乐	手舞足蹈||喜形于色||兴高采烈||喜不自胜
寿	夭
误	正
出生入死	贪生怕死
时乖运蹇	财运亨通
桑榆暮景	风华正茂||如日中天
别	逢
震耳欲聋	万籁无声||万籁俱寂||鸦雀无声
和平共处	龙争虎斗||枪林弹雨||弱肉强食||大张挞伐||鹿死谁手||穷兵黩武||浴血奋战
琳琅满目	疮痍满目
洁身自好	同流合污
丰美	枯萎
心明眼亮	昏头昏脑||笨头笨脑
后生可畏	乳臭未干||少不更事
方便	麻烦
廉政自守	诛求无已
忘恩负义	感恩图报||结草衔环||叶落归根||以直报怨||感恩戴德
推翻	建立
勤学苦练	偶一为之
跌落	上升
繁茂	稀疏
情随事迁	始终不渝
坐享其成	火中取栗||自力更生||自食其力
毫厘不爽	张冠李戴||天差地别
特殊	一般||普通
夏	冬
假仁假义	开诚相见||坦诚相待
秀丽	丑陋
不辨菽麦	学富五车||博学多才
狼狈不堪	镇定自若||从容不迫
整个	部分
迫不得已	甘心情愿||何乐而不为
丰沛	稀少
阳春白雪	下里巴人
塌	撑
入不敷出	量入为出||绰绰有余
舍	入
时来运转	生不逢时
暴戾恣睢	慈眉善目
源源不绝	断断续续
交出	接收
犬牙交错	整整齐齐
活泼	呆板||严肃||严肃
一团和气	蛮横无理||凶相毕露||凶神恶煞
螳臂当车	泰山压卵||量力而行
回师	出师||兴师
压服	说服
亲眼目睹	视若无睹
熔断	焊接
痛恨不已	喜闻乐见
尖锐	迟钝
露脸	丢脸
做东	做客
捡	洒||扔
无可厚非	评头品足
不翼而飞	失而复得||原封不动
自家	人家
朝发夕至	千里迢迢
如丧考妣	如获至宝||喜形于色||弹冠相庆||喜笑颜开
清贫	阔绰
理屈词穷	理直气壮||名正言顺||振振有辞||据理力争||淋漓尽致||旁征博引
千山万壑	一马平川
独占	瓜分
分庭抗礼	和衷共济||同心协力
孤立	联系||联合||团结
曲意逢迎	直言不讳
老牛舐犊	深恶痛绝
千军万马	单枪匹马||一成一旅
迎头赶上	甘拜下风
乡	城
赏罚分明	官官相护||赏罚不当||赏罚不明
猝不及防	防患未然
心狠手辣	心慈面软||菩萨心肠||心慈手软
以内	以外
分居	同居
轻快	沉重
开市	收市
道听途说	耳闻不如目见
惯	管
狐假虎威	独步天下
顾虑	放心
妙不可言	兴味索然
损坏	修理||维修
大敌当前	高枕无忧||歌舞升平
媚外	排外
失利	取胜
回味无穷	索然无味||味如嚼蜡
另起炉灶	双管齐下||一如既往||一成不变
画虎类犬	惟妙惟肖||跃然纸上||维妙维肖
痴心妄想	切中事理
加紧	放松
压	抬
这	那
